id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
611 191.78 357.97 1.93 0.64 0.08 176.39 13 88.81 328.18 1855.48 -8.17
612 346.96 358.23 1.77 0.59 0.04 14.36 12 46.27 65.26 341.90 -6.33
613 542.73 358.32 1.84 0.61 0.09 41.66 11 26.87 208.71 1168.52 -7.67
614 910.49 358.87 1.80 0.60 0.09 31.13 11 14.84 104.48 557.22 -6.87
615 236.82 360.33 1.90 0.63 0.17 40.72 11 47.60 93.38 548.53 -6.85
616 585.83 359.86 1.83 0.61 0.02 168.02 13 393.31 3920.95 18491.99 -10.67
617 897.37 360.29 1.79 0.60 0.10 153.68 11 306.13 2043.43 11778.31 -10.18
618 98.68 361.09 1.83 0.61 0.17 33.83 11 35.01 72.08 393.91 -6.49
619 447.92 360.71 1.92 0.64 0.09 75.88 12 8.35 73.09 470.48 -6.68
620 288.52 361.85 1.80 0.60 0.11 166.37 11 59.34 182.29 989.00 -7.49
621 365.93 362.11 1.96 0.65 0.04 29.25 13 6203.75 25212.51 149360.68 -12.94
622 522.72 361.88 1.82 0.61 0.10 139.90 11 63.74 291.96 1466.90 -7.92
623 788.96 361.96 1.95 0.65 0.02 124.49 13 29.81 186.43 1120.47 -7.62
624 220.92 362.99 1.93 0.64 0.13 3.52 12 56.51 118.46 682.07 -7.08
625 403.03 363.65 1.90 0.63 0.06 2.68 12 732.07 3913.34 22577.20 -10.88
626 594.01 366.33 1.82 0.61 0.04 62.92 12 391.60 2356.91 12591.76 -10.25
627 632.15 366.29 1.86 0.62 0.12 97.40 11 26.11 102.23 577.09 -6.90
628 706.29 366.75 1.83 0.61 0.09 34.95 11 32.34 239.75 1370.50 -7.84
629 49.59 367.79 1.87 0.62 0.20 146.95 10 53.01 96.85 619.43 -6.98
630 202.60 368.19 1.81 0.60 0.11 14.89 11 34.44 100.14 547.84 -6.85
631 725.68 368.22 1.75 0.58 0.08 68.96 11 21.41 199.91 1016.85 -7.52
632 761.04 368.18 1.89 0.63 0.06 10.98 13 62.49 617.22 3238.99 -8.78
633 876.31 367.85 1.89 0.63 0.06 8.78 11 9.55 95.21 553.27 -6.86
634 961.33 368.20 1.84 0.61 0.11 150.77 11 6.23 109.82 599.17 -6.94
635 380.13 369.98 1.95 0.65 0.10 8.12 13 2514.69 14432.91 84146.43 -12.31
636 435.71 371.23 1.89 0.63 0.17 43.68 12 27.66 130.77 738.76 -7.17
637 538.08 370.92 2.01 0.67 0.06 171.19 13 30.43 175.88 1133.10 -7.64
638 358.70 371.69 1.90 0.63 0.07 139.76 12 60.54 112.29 711.28 -7.13
639 930.90 371.85 1.92 0.64 0.08 170.53 13 33.99 295.96 1669.11 -8.06
640 289.89 375.71 1.86 0.62 0.06 157.53 12 48.76 98.56 538.57 -6.83
641 500.61 376.03 1.79 0.60 0.05 13.26 12 6863.57 50321.28 251280.27 -13.50
642 79.05 377.68 2.00 0.67 0.09 147.42 12 445.77 965.82 6561.28 -9.54
643 227.91 377.80 1.95 0.65 0.09 162.73 12 167.51 587.48 3432.72 -8.84
644 68.20 379.29 1.80 0.60 0.16 139.21 12 51.55 71.28 403.79 -6.52
645 677.19 379.19 1.83 0.61 0.03 169.60 13 94.20 860.07 4616.26 -9.16
646 754.09 378.72 1.79 0.60 0.04 39.45 12 113.68 745.27 3587.39 -8.89
647 814.17 378.92 1.90 0.63 0.13 175.10 12 17.62 139.00 759.43 -7.20
648 895.04 378.79 1.93 0.64 0.09 175.12 12 38.43 243.29 1360.36 -7.83
649 315.82 379.76 1.88 0.63 0.08 158.90 12 180.27 706.79 3873.43 -8.97
650 549.12 379.54 1.74 0.58 0.04 93.00 10 13.00 77.29 404.28 -6.52
651 433.11 380.62 1.89 0.63 0.06 117.58 12 23.70 90.33 496.65 -6.74
652 668.04 381.33 1.91 0.64 0.04 97.21 12 15.44 122.08 723.82 -7.15
653 727.86 380.89 1.86 0.62 0.04 168.74 13 51.52 560.00 2737.19 -8.59
654 740.61 381.05 1.82 0.61 0.04 2.44 12 65.96 441.48 2423.68 -8.46
655 360.81 382.93 2.02 0.67 0.16 168.56 12 44.81 66.52 421.51 -6.56
656 493.05 382.94 1.95 0.65 0.05 163.72 13 23.31 96.60 618.25 -6.98
657 942.82 382.78 1.89 0.63 0.17 156.79 12 12.91 86.10 485.35 -6.72
658 392.13 383.59 1.86 0.62 0.09 173.06 12 57.51 167.56 1013.66 -7.51
659 649.74 384.22 1.81 0.60 0.10 34.28 11 156.91 1036.97 5340.78 -9.32
660 418.63 384.76 1.87 0.62 0.07 164.17 12 31.70 126.83 667.79 -7.06
661 530.65 386.24 1.86 0.62 0.17 61.88 11 25.09 115.69 665.12 -7.06
662 880.34 385.92 1.86 0.62 0.08 14.61 11 33.26 207.57 1186.03 -7.69
663 933.87 387.41 1.84 0.61 0.06 32.74 12 11.06 122.35 682.96 -7.09
664 133.50 389.06 1.76 0.59 0.10 19.28 11 184.41 515.62 2864.34 -8.64
665 770.10 389.35 1.94 0.65 0.18 104.77 13 16.75 142.54 884.51 -7.37
666 804.00 389.25 1.83 0.61 0.04 13.89 13 34.61 389.89 2006.94 -8.26
667 957.69 389.10 1.85 0.62 0.09 3.29 13 7460.46 53814.14 301322.28 -13.70
668 309.13 390.02 1.99 0.66 0.08 3.41 13 859.70 3401.63 21702.43 -10.84
669 475.85 389.85 1.94 0.65 0.10 172.34 11 28.70 123.03 697.05 -7.11
670 607.85 389.77 1.92 0.64 0.08 132.38 13 11.36 145.81 761.68 -7.20
671 754.78 390.10 1.83 0.61 0.03 128.63 13 46.59 226.69 1201.81 -7.70
672 453.23 390.68 1.87 0.62 0.08 22.09 12 2996.09 18146.05 106506.32 -12.57
673 463.92 390.60 1.84 0.61 0.15 128.41 11 19.85 64.99 331.23 -6.30
674 639.51 391.15 1.74 0.58 0.09 27.54 11 63.36 268.38 1461.14 -7.91
675 974.66 390.83 1.87 0.62 0.08 153.89 13 28.41 178.17 1055.63 -7.56
676 993.88 391.27 1.85 0.62 0.10 173.72 12 42.14 309.18 1675.81 -8.06
677 74.51 391.97 1.77 0.59 0.17 158.20 9 39.21 71.08 393.92 -6.49
678 230.02 391.98 1.99 0.66 0.11 176.52 13 118.03 352.00 2280.43 -8.40
679 674.77 392.18 1.80 0.60 0.06 35.57 12 477.87 4909.94 23981.11 -10.95
680 296.93 393.07 1.99 0.66 0.04 86.70 13 305.84 811.92 4971.27 -9.24
681 817.52 393.25 1.77 0.59 0.13 35.88 11 38.39 268.28 1530.24 -7.96
682 318.95 394.15 1.82 0.61 0.03 111.23 11 37.99 67.82 380.35 -6.45
683 428.73 393.93 1.87 0.62 0.18 103.00 12 28.65 68.71 303.18 -6.20
684 521.72 394.06 1.84 0.61 0.02 50.15 12 92.13 733.92 3632.02 -8.90
685 686.75 393.72 1.79 0.60 0.09 137.37 11 89.86 834.58 4047.79 -9.02
686 330.14 395.31 1.91 0.64 0.03 31.08 12 87.38 241.19 1535.06 -7.97
687 386.51 395.19 1.77 0.59 0.15 28.51 11 97.64 338.12 1882.46 -8.19
688 832.05 397.06 1.94 0.65 0.07 171.47 13 33.77 268.06 1537.49 -7.97
689 1006.07 397.11 1.94 0.65 0.09 176.55 13 28.57 175.48 1020.37 -7.52
690 35.61 397.89 1.83 0.61 0.08 157.13 11 210.92 565.15 3171.06 -8.75
691 843.00 397.90 1.85 0.62 0.07 160.04 12 9.05 118.66 580.70 -6.91
692 925.92 398.27 1.90 0.63 0.11 32.99 13 7.35 74.47 428.99 -6.58
693 188.47 398.72 1.79 0.60 0.16 138.80 11 33.27 69.14 386.24 -6.47
694 550.99 398.64 1.82 0.61 0.03 167.90 12 1489.06 12671.34 63900.42 -12.01
695 179.18 399.60 1.83 0.61 0.14 112.30 11 27.19 65.24 349.66 -6.36
696 589.24 399.64 1.89 0.63 0.06 33.33 12 85.27 428.99 2656.86 -8.56
697 681.75 401.17 1.94 0.65 0.02 85.91 13 47.87 309.99 1880.20 -8.19
698 541.99 401.82 1.94 0.65 0.10 165.19 12 61.86 331.04 1865.85 -8.18
699 711.95 402.09 1.98 0.66 0.12 131.53 13 30.61 103.70 657.50 -7.04
700 102.66 402.99 1.92 0.64 0.10 175.38 12 111.87 259.04 1475.70 -7.92
701 378.05 402.83 1.88 0.63 0.19 176.60 12 42.70 69.90 431.08 -6.59
702 860.37 403.03 1.85 0.62 0.12 142.43 11 10.67 102.03 548.04 -6.85
703 264.81 404.27 1.87 0.62 0.13 35.97 11 97.03 290.95 1659.49 -8.05
704 400.58 404.07 1.78 0.59 0.06 177.12 11 92.20 204.54 1149.14 -7.65
705 456.97 404.29 1.86 0.62 0.07 27.19 13 390.02 2536.23 14070.82 -10.37
706 490.07 403.71 1.86 0.62 0.11 15.68 12 33.42 177.29 987.90 -7.49
707 518.74 404.86 1.80 0.60 0.07 141.71 11 63.04 432.67 2004.70 -8.26
708 945.80 405.25 1.95 0.65 0.05 169.09 12 6.00 57.81 387.19 -6.47
709 356.70 405.85 1.86 0.62 0.12 155.98 12 83.08 291.95 1485.58 -7.93
710 419.59 405.96 1.87 0.62 0.04 79.37 12 56.79 149.69 820.04 -7.28
711 434.03 406.32 1.93 0.64 0.04 38.25 13 35.74 93.62 563.38 -6.88
712 770.80 406.31 1.67 0.56 0.06 95.00 10 5.52 48.51 235.34 -5.93
713 13.68 408.98 1.75 0.58 0.03 112.34 11 32.88 67.71 344.55 -6.34
714 203.89 408.98 1.96 0.65 0.02 140.52 13 317.54 866.38 5150.68 -9.28
715 369.83 409.06 1.89 0.63 0.09 8.21 13 6454.92 39316.73 207614.18 -13.29
716 316.61 410.20 1.80 0.60 0.13 28.17 11 79.14 248.86 1364.67 -7.84
717 470.56 410.10 1.75 0.58 0.19 0.52 10 29.19 145.12 690.86 -7.10
718 785.29 410.01 1.96 0.65 0.06 97.43 12 11.08 132.10 775.93 -7.22
719 914.76 410.21 1.85 0.62 0.08 40.31 13 12.97 180.32 972.83 -7.47
720 94.85 410.65 1.92 0.64 0.18 133.21 11 110.69 205.55 1292.76 -7.78
721 610.02 410.98 2.06 0.69 0.12 89.78 13 7.90 65.51 492.45 -6.73
722 215.75 412.09 1.92 0.64 0.07 17.37 12 82.73 200.38 1080.68 -7.58
723 233.85 412.32 1.89 0.63 0.08 14.50 12 46.25 85.69 532.23 -6.82
724 654.76 412.30 1.72 0.57 0.06 77.11 12 12.99 106.80 535.58 -6.82
725 739.19 412.66 1.80 0.60 0.06 26.70 12 116.55 1052.06 5556.39 -9.36
726 892.73 414.08 1.85 0.62 0.06 166.84 12 4.78 110.71 573.15 -6.90
727 323.80 415.37 1.86 0.62 0.17 44.07 11 85.11 236.71 1326.80 -7.81
728 685.73 414.90 1.79 0.60 0.03 164.20 12 878.40 9702.73 45100.96 -11.64
729 271.01 415.89 1.93 0.64 0.04 170.16 13 111.64 290.26 1687.58 -8.07
730 414.01 415.72 1.90 0.63 0.12 120.28 12 73.65 166.89 968.82 -7.47
731 848.36 416.02 1.82 0.61 0.07 4.99 12 77.08 648.93 3512.90 -8.86
732 860.07 416.30 1.95 0.65 0.07 179.58 12 2.56 66.02 393.43 -6.49
733 875.74 415.87 1.98 0.66 0.12 94.56 13 12.35 98.19 597.66 -6.94
734 618.78 416.93 1.95 0.65 0.06 116.57 12 8.51 109.50 650.12 -7.03
735 392.83 418.31 1.90 0.63 0.09 22.36 12 39.95 156.46 926.02 -7.42
736 481.71 418.26 1.79 0.60 0.04 29.58 10 13.27 53.42 257.10 -6.03
737 571.70 417.83 1.93 0.64 0.13 168.23 11 16.65 102.43 593.13 -6.93
738 637.81 418.78 1.88 0.63 0.09 157.23 12 29.47 289.27 1439.99 -7.90
739 968.93 418.88 1.97 0.66 0.18 0.51 13 10.66 161.15 954.72 -7.45
740 66.42 420.12 1.70 0.57 0.10 34.54 9 52.08 96.48 539.63 -6.83
741 137.68 420.24 1.85 0.62 0.14 40.44 11 109.57 283.29 1560.99 -7.98
742 449.99 419.99 1.90 0.63 0.05 4.50 13 106.73 608.78 3196.34 -8.76
743 112.53 420.77 1.81 0.60 0.17 142.67 10 10412.39 31126.32 178869.74 -13.13
744 180.29 420.87 1.93 0.64 0.07 73.81 12 40.65 77.00 488.81 -6.72
745 554.69 421.26 1.78 0.59 0.08 62.48 12 23.80 216.43 1047.25 -7.55
746 437.92 422.13 1.83 0.61 0.16 25.87 12 2765.43 9616.10 46727.30 -11.67
747 712.37 421.97 1.94 0.65 0.05 101.04 12 53.57 246.08 1571.52 -7.99
748 280.92 422.95 1.88 0.63 0.15 178.05 11 65.35 126.84 648.00 -7.03
749 519.55 423.27 1.74 0.58 0.17 44.82 10 39.55 241.34 1269.35 -7.76
750 660.17 423.65 1.84 0.61 0.03 36.33 12 37.74 265.95 1463.77 -7.91
751 867.02 423.91 1.96 0.65 0.03 97.90 13 64.80 372.28 2191.37 -8.35
752 507.55 426.19 1.75 0.58 0.12 29.69 11 100.81 615.30 3196.14 -8.76
753 539.24 426.09 1.87 0.62 0.05 11.24 13 3440.58 28661.20 157693.90 -12.99
754 781.61 426.01 1.78 0.59 0.05 1.64 12 1283.06 11544.72 58553.11 -11.92
755 235.89 426.58 1.92 0.64 0.03 106.94 12 53.95 68.21 359.60 -6.39
756 832.65 427.10 1.86 0.62 0.18 9.16 11 21.19 117.18 634.35 -7.01
757 463.62 428.20 1.79 0.60 0.12 31.14 12 312.50 1871.81 9848.73 -9.98
758 690.18 428.05 1.94 0.65 0.08 166.77 13 38.40 288.98 1703.96 -8.08
759 224.62 428.98 1.84 0.61 0.19 170.04 11 78.81 162.89 905.26 -7.39
760 364.84 428.77 1.78 0.59 0.16 127.34 11 36.24 65.56 279.24 -6.11
761 401.48 428.81 1.79 0.60 0.11 133.52 11 40.87 113.72 577.20 -6.90
762 592.01 428.61 1.77 0.59 0.07 127.35 12 51.14 366.55 1789.32 -8.13
763 476.70 430.24 1.81 0.60 0.12 30.89 11 125.54 712.57 3678.37 -8.91
764 764.99 430.30 1.88 0.63 0.10 2.85 12 12.64 116.82 707.50 -7.12
765 795.81 429.64 1.77 0.59 0.06 139.07 12 25.38 171.99 870.53 -7.35
766 426.85 431.23 1.86 0.62 0.09 24.94 13 346.77 2103.95 11317.78 -10.13
767 879.15 431.11 1.85 0.62 0.08 0.50 13 279.76 2881.45 14629.99 -10.41
768 171.67 434.21 1.87 0.62 0.12 30.14 12 62.58 160.77 1017.50 -7.52
769 723.58 435.10 1.76 0.59 0.07 23.60 12 585.40 5394.45 26902.61 -11.07
770 889.07 434.80 1.96 0.65 0.03 13.73 13 25.81 208.90 1253.22 -7.75
771 213.53 436.29 1.82 0.61 0.12 43.79 11 45.88 83.23 459.47 -6.66
772 347.34 436.13 1.55 0.52 0.06 174.18 9 79.29 103.65 429.77 -6.58
773 409.17 436.99 1.83 0.61 0.07 176.92 10 34.89 73.39 406.40 -6.52
774 708.30 437.01 1.85 0.62 0.04 35.17 13 89.27 739.78 4062.51 -9.02
775 282.71 438.34 1.86 0.62 0.16 35.96 11 49.32 100.64 616.09 -6.97
776 786.66 439.96 1.83 0.61 0.03 129.10 13 13.94 180.82 953.58 -7.45
777 63.96 441.31 1.97 0.66 0.18 35.19 12 40.49 85.19 550.81 -6.85
778 471.94 440.79 1.86 0.62 0.13 116.10 12 28.51 89.58 519.25 -6.79
779 594.94 440.91 1.95 0.65 0.03 129.54 13 202.68 1114.45 6501.86 -9.53
780 377.87 441.72 1.97 0.66 0.17 166.00 12 61.46 135.97 795.23 -7.25
781 829.59 442.04 1.83 0.61 0.10 163.23 11 68.53 280.56 1481.61 -7.93
782 341.69 442.64 1.83 0.61 0.15 136.77 11 116.30 304.48 1687.32 -8.07
783 959.79 442.70 1.91 0.64 0.12 171.85 12 34.25 205.53 1260.16 -7.75
784 988.09 442.70 1.87 0.62 0.09 8.35 12 29.40 211.37 1189.41 -7.69
785 944.69 443.54 1.72 0.57 0.16 138.92 10 5.14 98.99 522.88 -6.80
786 398.77 445.17 1.85 0.62 0.09 146.08 11 44.85 111.29 543.39 -6.84
787 671.68 444.68 1.75 0.58 0.09 142.41 11 524.36 4060.77 19593.84 -10.73
788 305.73 445.91 1.87 0.62 0.10 167.25 11 769.57 3804.49 20294.97 -10.77
789 581.81 446.18 1.81 0.60 0.05 40.03 12 322.34 3034.14 14647.29 -10.41
790 621.26 446.02 1.85 0.62 0.04 12.86 13 2514.89 24085.47 129762.54 -12.78
791 267.06 447.23 1.95 0.65 0.12 6.34 12 3259.29 12546.04 77432.19 -12.22
792 434.66 446.94 1.81 0.60 0.10 148.88 11 55.99 230.21 1171.75 -7.67
793 643.06 447.21 1.84 0.61 0.04 16.94 13 2330.60 23875.13 120663.92 -12.70
794 709.33 446.90 1.89 0.63 0.02 63.07 12 31.09 145.83 839.74 -7.31
795 727.17 447.94 1.92 0.64 0.05 21.44 13 19.84 194.73 994.93 -7.49
796 787.75 447.99 1.83 0.61 0.08 37.06 13 18.37 140.84 765.36 -7.21
797 448.73 448.75 1.82 0.61 0.10 149.85 11 2611.68 17871.24 91579.13 -12.40
798 762.12 449.35 1.91 0.64 0.07 0.58 12 50.64 227.14 1387.49 -7.86
799 407.03 450.60 1.87 0.62 0.07 163.40 12 698.79 3648.50 21132.68 -10.81
800 525.05 450.99 1.92 0.64 0.15 94.79 13 10.24 70.82 431.23 -6.59
801 464.62 451.68 1.82 0.61 0.12 160.20 11 21.37 97.62 520.86 -6.79
802 657.42 451.82 1.74 0.58 0.12 164.74 11 8.90 76.63 352.08 -6.37
803 734.99 452.16 1.83 0.61 0.06 10.36 12 12.58 80.93 442.76 -6.62
804 796.28 451.74 1.87 0.62 0.05 34.35 12 31.47 217.50 1311.09 -7.79
805 901.99 451.79 1.92 0.64 0.10 153.51 12 -1.35 67.15 338.79 -6.32
806 208.48 452.78 1.76 0.59 0.18 137.99 10 50.37 129.04 689.27 -7.10
807 365.69 453.01 1.84 0.61 0.08 179.54 12 177.44 856.56 4489.06 -9.13
808 487.60 452.76 1.85 0.62 0.10 121.66 12 30.86 146.40 848.28 -7.32
809 540.54 453.25 1.73 0.58 0.14 38.96 11 976.62 6608.75 34854.05 -11.36
810 87.93 455.21 1.92 0.64 0.06 28.75 13 54.12 143.76 872.70 -7.35
811 226.97 455.09 1.98 0.66 0.04 20.38 13 128.50 288.54 1773.11 -8.12
812 321.62 454.70 1.78 0.59 0.13 138.97 11 144.69 294.29 1551.66 -7.98
813 971.69 454.64 1.86 0.62 0.17 116.71 12 3.04 73.78 409.49 -6.53
814 629.12 457.07 2.05 0.68 0.07 166.36 13 16.23 158.19 1041.71 -7.54
815 42.77 458.16 1.88 0.63 0.09 32.78 11 140.70 369.59 2139.30 -8.33
816 158.70 457.90 1.85 0.62 0.13 172.37 11 74.69 201.24 1124.43 -7.63
817 273.23 457.64 1.93 0.64 0.07 62.01 12 461.00 1020.42 6957.67 -9.61
818 591.03 457.59 1.86 0.62 0.08 177.42 12 50.80 274.89 1542.24 -7.97
819 865.08 458.62 1.70 0.57 0.10 146.67 10 19.17 96.47 497.77 -6.74
820 342.02 460.28 1.92 0.64 0.10 12.12 12 5416.47 24999.96 148822.94 -12.93
821 521.66 459.82 1.83 0.61 0.05 156.36 11 19.33 120.72 624.69 -6.99
822 746.65 459.74 1.77 0.59 0.09 145.20 11 23356.13 197212.03 982685.56 -14.98
823 885.16 460.16 1.88 0.63 0.10 60.92 12 -2.92 82.42 455.41 -6.65
824 619.16 460.71 1.86 0.62 0.04 14.43 12 30.94 231.36 1250.89 -7.74
825 695.66 461.10 1.83 0.61 0.14 15.18 11 32.20 122.19 619.91 -6.98
826 656.02 461.88 1.85 0.62 0.04 2.40 13 72.89 696.94 3437.33 -8.84
827 675.87 464.20 1.82 0.61 0.05 29.46 13 3911.94 40866.75 198036.02 -13.24
828 206.82 465.06 1.92 0.64 0.01 16.10 12 98.29 245.09 1449.66 -7.90
829 236.08 464.80 1.94 0.65 0.06 172.80 12 87.67 258.76 1540.39 -7.97
830 364.80 465.22 1.86 0.62 0.11 23.05 12 1180.06 6423.62 34462.66 -11.34
831 605.93 467.92 1.85 0.62 0.01 162.28 13 217.72 2348.72 11159.89 -10.12
832 785.06 467.95 1.87 0.62 0.06 59.13 12 1.78 87.23 414.22 -6.54
833 684.91 468.70 1.96 0.65 0.07 144.90 12 243.04 1000.30 6544.32 -9.54
834 759.82 469.28 1.82 0.61 0.16 26.50 12 21.76 173.65 900.02 -7.39
835 410.76 470.49 1.75 0.58 0.15 57.04 10 40.16 88.07 434.59 -6.60
836 504.98 470.07 1.99 0.66 0.11 31.91 13 20.36 79.63 521.78 -6.79
837 553.16 470.27 1.82 0.61 0.01 62.69 13 38.64 250.06 1422.36 -7.88
838 583.68 470.03 1.80 0.60 0.02 34.98 12 305.87 2465.87 11747.02 -10.17
839 804.39 470.32 1.85 0.62 0.14 145.87 11 61.05 306.96 1907.28 -8.20
840 447.70 471.07 1.88 0.63 0.09 8.62 12 64.30 181.07 903.38 -7.39
841 696.06 470.67 1.90 0.63 0.04 155.51 12 17.13 99.82 602.10 -6.95
842 63.63 472.10 1.84 0.61 0.10 44.46 11 44.22 70.78 377.23 -6.44
843 592.84 471.96 1.87 0.62 0.05 91.17 12 125.52 997.11 4887.76 -9.22
844 713.53 471.91 1.74 0.58 0.08 158.18 11 52.57 313.11 1585.81 -8.00
845 286.17 473.65 2.02 0.67 0.08 13.28 12 47.83 74.70 519.63 -6.79
846 819.82 473.75 1.95 0.65 0.14 136.69 13 22.05 118.01 716.75 -7.14
847 829.30 474.32 1.82 0.61 0.15 151.37 11 9.19 153.23 887.75 -7.37
848 385.09 474.71 1.94 0.65 0.09 165.20 12 80.87 225.60 1413.44 -7.88
849 911.00 474.92 1.88 0.63 0.09 5.70 13 26.02 325.76 1670.85 -8.06
850 437.45 475.99 1.76 0.59 0.03 155.87 11 69.50 233.33 1257.07 -7.75
851 541.10 475.62 1.82 0.61 0.03 0.54 12 1864.20 14206.03 76178.89 -12.20
852 115.66 477.29 1.81 0.60 0.16 42.33 11 66.04 174.02 981.98 -7.48
853 233.06 476.92 1.97 0.66 0.09 174.49 13 136.44 337.90 2025.84 -8.27
854 257.69 476.85 1.87 0.62 0.12 159.90 11 3165.68 13471.98 74533.52 -12.18
855 333.80 477.25 1.82 0.61 0.05 59.57 12 41.55 66.37 298.93 -6.19
856 484.96 477.17 1.88 0.63 0.06 12.97 13 2102.10 16416.38 84806.70 -12.32
857 837.27 477.24 1.90 0.63 0.10 149.72 11 38.23 230.89 1433.64 -7.89
858 267.07 480.01 1.98 0.66 0.11 179.10 13 970.04 3961.20 24299.04 -10.96
859 1002.80 480.24 1.93 0.64 0.11 17.95 12 8.31 83.15 465.21 -6.67
860 18.40 480.94 1.71 0.57 0.10 158.01 10 281.73 707.70 3743.56 -8.93
861 70.48 480.75 1.79 0.60 0.18 140.88 10 304.08 817.34 4749.72 -9.19
862 862.94 481.13 1.97 0.66 0.13 166.25 13 14.42 184.89 1102.97 -7.61
863 611.76 482.26 1.81 0.60 0.17 53.01 10 10.48 107.65 552.70 -6.86
864 643.10 481.99 1.97 0.66 0.04 176.01 13 49.41 261.53 1579.13 -8.00
865 772.98 482.22 1.91 0.64 0.08 175.94 12 8.55 165.72 870.24 -7.35
866 809.15 482.08 1.98 0.66 0.08 103.40 12 9.50 80.96 505.62 -6.76
867 891.33 481.83 1.90 0.63 0.10 3.33 11 4.77 65.00 395.26 -6.49
868 659.62 485.87 1.80 0.60 0.10 173.50 11 20.95 118.83 625.85 -6.99
869 720.12 486.02 1.89 0.63 0.00 57.06 13 544.82 5245.46 28026.29 -11.12
870 81.89 486.74 1.98 0.66 0.11 137.46 12 36.91 88.45 540.78 -6.83
871 786.81 486.77 1.93 0.64 0.07 152.04 12 61.34 375.18 2250.87 -8.38
872 247.94 487.89 1.95 0.65 0.10 168.74 13 230.52 817.27 4705.93 -9.18
873 433.05 488.15 1.89 0.63 0.09 170.36 13 89.75 355.79 1903.25 -8.20
874 685.02 487.66 1.84 0.61 0.05 140.91 12 25.81 191.10 1092.56 -7.60
875 42.42 489.00 1.72 0.57 0.06 8.10 10 192.69 528.16 2824.64 -8.63
876 308.03 488.97 1.94 0.65 0.08 174.39 13 42.43 152.05 885.12 -7.37
877 403.74 489.15 1.89 0.63 0.03 121.68 12 55.18 143.33 773.30 -7.22
878 466.92 488.73 1.87 0.62 0.07 149.65 12 308.10 1934.42 10223.86 -10.02
879 818.83 489.20 1.99 0.66 0.13 91.16 12 4.13 68.80 429.30 -6.58
880 829.23 489.63 1.80 0.60 0.11 41.57 11 56.80 522.46 2790.33 -8.61
881 874.05 489.85 1.86 0.62 0.08 9.46 13 254.45 2636.67 13308.54 -10.31
882 295.96 490.53 1.85 0.62 0.12 78.73 11 44.15 76.29 447.26 -6.63
883 321.85 490.66 1.92 0.64 0.18 159.87 11 61.14 112.45 666.59 -7.06
884 756.92 491.05 1.88 0.63 0.02 47.81 13 87.23 856.91 4283.62 -9.08
885 103.21 491.84 1.94 0.65 0.06 24.02 12 51.77 102.77 581.79 -6.91
886 935.80 492.29 1.87 0.62 0.10 19.45 13 24.19 213.34 1241.44 -7.73
887 234.99 492.87 1.97 0.66 0.12 172.14 13 665.58 2510.17 15285.40 -10.46
888 392.62 493.03 1.81 0.60 0.08 178.97 12 417.68 2131.42 11104.50 -10.11
889 602.96 493.31 1.97 0.66 0.06 49.21 12 19.13 90.42 586.08 -6.92
890 919.12 492.80 1.88 0.63 0.17 4.66 12 11.77 166.31 862.28 -7.34
891 974.14 493.04 1.86 0.62 0.13 6.45 13 38.91 225.17 1166.00 -7.67
892 497.32 493.86 1.90 0.63 0.05 19.62 12 42.89 150.24 852.27 -7.33
893 547.55 493.83 1.76 0.59 0.11 138.48 11 10990.08 73096.86 373117.29 -13.93
894 903.75 493.90 1.94 0.65 0.12 171.93 13 26.88 182.57 1114.40 -7.62
895 359.16 497.32 1.92 0.64 0.09 177.87 12 3765.40 16102.00 101757.38 -12.52
896 21.45 497.87 1.79 0.60 0.15 133.61 10 93.59 162.30 941.47 -7.43
897 167.02 497.70 1.96 0.65 0.12 165.34 12 55.78 102.95 717.50 -7.14
898 413.02 498.40 1.84 0.61 0.04 33.15 12 51.53 125.47 754.78 -7.19
899 335.49 499.16 1.75 0.58 0.20 20.77 10 33.35 103.62 517.77 -6.79
900 654.08 498.95 1.77 0.59 0.11 69.43 10 0.40 52.83 269.40 -6.08
901 421.64 499.84 1.85 0.62 0.11 142.58 11 51.18 156.32 833.47 -7.30
902 580.15 500.05 1.91 0.64 0.06 98.12 12 2.33 89.24 443.41 -6.62
903 682.30 500.17 1.87 0.62 0.02 38.60 12 15.36 134.37 781.71 -7.23
904 111.76 500.90 1.92 0.64 0.06 98.24 12 33.62 93.09 470.00 -6.68
905 456.95 500.93 1.90 0.63 0.07 172.67 13 1182.06 9014.37 46614.52 -11.67
906 508.81 501.02 1.85 0.62 0.03 1.10 13 1133.39 9743.84 47463.20 -11.69
907 270.58 502.13 1.89 0.63 0.07 0.37 12 43.76 106.26 619.77 -6.98
908 343.96 501.90 1.99 0.66 0.05 105.05 13 50.84 166.40 1057.52 -7.56
909 140.75 503.01 1.90 0.63 0.08 174.20 12 79.51 222.02 1296.40 -7.78
910 613.68 504.28 1.81 0.60 0.11 39.05 12 27.77 248.22 1319.50 -7.80
911 796.05 505.61 1.85 0.62 0.05 23.49 12 10.72 86.55 481.19 -6.71
912 199.82 506.74 1.89 0.63 0.13 119.39 12 78.11 126.02 741.61 -7.18
913 217.99 507.16 1.96 0.65 0.17 15.66 12 38.77 79.33 473.18 -6.69
914 286.44 508.07 1.71 0.57 0.11 1.05 10 43.91 128.14 669.96 -7.07
