id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1555 155.72 516.79 0.54 -0.19 -0.02 25 0.00 2915.00 5.23 -1.80
1556 218.58 517.38 0.54 -0.02 -0.10 25 0.00 5357.00 9.33 -2.42
1557 533.31 516.97 0.43 -0.20 -0.32 25 0.00 776.00 1.50 -0.44
1558 354.34 518.46 0.50 0.27 0.09 25 0.00 590.00 1.19 -0.19
1559 562.81 517.51 0.45 -0.22 -0.11 25 0.00 646.00 1.09 -0.09
1560 591.52 517.63 0.49 -0.47 -0.06 25 0.00 1879.00 3.27 -1.29
1561 127.79 518.70 0.58 0.15 0.05 25 0.00 858.00 1.57 -0.49
1562 415.28 519.28 0.50 -0.38 -0.06 25 0.00 1685.00 3.03 -1.20
1563 665.82 518.50 0.49 0.29 0.06 25 0.00 6838.00 11.35 -2.64
1564 257.45 520.38 0.60 0.02 0.40 25 0.00 951.00 1.54 -0.47
1565 328.08 519.82 0.56 -0.13 0.02 25 0.00 9537.00 16.62 -3.05
1566 604.20 520.15 0.68 0.22 0.00 25 0.00 665.00 1.03 -0.03
1567 617.10 519.92 0.53 -0.38 -0.00 25 0.00 627.00 1.19 -0.19
1568 47.50 521.36 0.58 0.03 -0.01 25 0.00 5838.00 10.04 -2.50
1569 87.74 520.72 0.57 -0.45 -0.16 25 0.00 1202.00 2.31 -0.91
1570 335.22 521.52 0.58 -0.02 0.09 25 0.00 8679.00 14.49 -2.90
1571 471.57 521.41 0.59 -0.13 0.01 25 0.00 994.00 1.30 -0.28
1572 844.70 521.18 0.55 -0.03 -0.26 25 0.00 9551.00 15.60 -2.98
1573 965.80 520.98 0.46 0.19 -0.09 25 0.00 7160.00 12.34 -2.73
1574 197.68 521.66 0.52 -0.41 -0.12 25 0.00 5475.00 8.84 -2.37
1575 240.23 521.63 0.57 -0.67 0.07 25 0.00 737.00 1.38 -0.35
1576 308.69 521.61 0.49 0.79 -0.10 25 0.00 728.00 1.22 -0.22
1577 924.36 522.36 0.53 0.09 -0.04 25 0.00 3005.00 5.07 -1.76
1578 401.53 523.11 0.48 -0.90 -0.06 25 0.00 823.00 1.44 -0.40
1579 462.08 522.93 0.38 -0.28 -0.02 25 0.00 414079.00 726.32 -7.15
1580 194.88 524.34 0.46 0.26 -0.39 25 0.00 671.00 1.19 -0.19
1581 21.90 525.99 0.59 0.02 0.03 25 0.00 771.00 1.50 -0.44
1582 32.10 526.26 0.65 0.02 0.06 25 0.00 13243.00 22.55 -3.38
1583 264.87 526.59 0.61 -0.32 0.16 25 0.00 1453.00 2.43 -0.96
1584 531.82 525.90 0.52 -0.10 -0.04 25 0.00 25771.00 44.02 -4.11
1585 557.00 526.11 0.53 -0.21 -0.08 25 0.00 2857.00 4.89 -1.72
1586 623.22 526.25 0.41 0.54 0.32 25 0.00 642.00 1.07 -0.08
1587 760.47 525.52 0.49 -0.66 -0.09 25 0.00 3104.00 5.28 -1.81
1588 766.06 526.66 0.49 -0.10 -0.10 25 0.00 782.00 1.37 -0.34
1589 73.82 526.52 0.53 0.03 0.12 25 0.00 2488.00 4.78 -1.70
1590 135.77 527.33 0.52 -0.01 -0.25 25 0.00 608.00 1.12 -0.12
1591 343.45 527.07 0.55 -0.35 -0.31 25 0.00 1232.00 2.19 -0.85
1592 849.85 527.19 0.50 -0.41 -0.12 25 0.00 812.00 1.52 -0.45
1593 258.22 528.07 0.64 -0.05 -0.14 25 0.00 780.00 1.35 -0.33
1594 540.73 528.38 0.52 -0.65 -0.02 25 0.00 2872.00 4.83 -1.71
1595 901.51 527.42 0.51 -0.66 -0.01 25 0.00 790.00 1.50 -0.44
1596 215.58 528.74 0.55 -0.67 -0.09 25 0.00 2650.00 4.70 -1.68
1597 246.92 529.53 0.55 -0.04 -0.05 25 0.00 920.00 1.56 -0.49
1598 294.85 529.06 0.62 -0.45 0.00 25 0.00 3251.00 5.44 -1.84
1599 665.07 529.33 0.60 -0.18 -0.26 25 0.00 675.00 1.17 -0.17
1600 427.98 530.93 0.46 -0.81 0.22 25 0.00 935.00 1.53 -0.46
1601 434.23 529.91 0.42 -0.86 -0.23 25 0.00 632.00 1.25 -0.24
1602 595.80 530.03 0.55 -0.28 -0.11 25 0.00 2031.00 3.34 -1.31
1603 287.79 530.38 0.48 -0.23 0.14 25 0.00 1467.00 2.36 -0.93
1604 712.81 531.36 0.53 -0.28 -0.03 25 0.00 4287.00 7.05 -2.12
1605 41.44 532.44 0.53 -0.79 -0.05 25 0.00 2552.00 4.70 -1.68
1606 72.93 532.76 0.59 -0.16 0.35 25 0.00 836.00 1.46 -0.41
1607 164.28 531.82 0.70 -0.36 0.07 25 0.00 1173.00 1.98 -0.74
1608 262.82 532.62 0.51 0.12 0.53 25 0.00 570.00 1.03 -0.03
1609 658.10 531.72 0.48 -0.23 0.06 25 0.00 1388.00 2.26 -0.89
1610 371.30 532.75 0.60 -0.54 -0.32 25 0.00 573.00 1.10 -0.10
1611 741.15 532.96 0.43 -0.61 -0.40 25 0.00 767.00 1.53 -0.46
1612 47.80 535.79 0.63 0.14 0.23 25 0.00 791.00 1.37 -0.34
1613 309.01 534.78 0.54 -0.27 -0.06 25 0.00 1259.00 2.16 -0.84
1614 407.99 534.62 0.50 -0.33 -0.00 25 0.00 1231.00 2.32 -0.91
1615 584.81 534.96 0.60 -0.09 -0.10 25 0.00 1508.00 2.31 -0.91
1616 639.15 534.57 0.41 -0.40 -0.23 25 0.00 593.00 1.11 -0.11
1617 834.58 534.90 0.41 -0.89 -0.29 25 0.00 596.00 1.28 -0.27
1618 53.38 535.77 0.73 -0.08 -0.01 25 0.00 771.00 1.31 -0.30
1619 353.88 535.86 0.57 -0.22 0.04 25 0.00 2035.00 3.50 -1.36
1620 463.05 536.20 0.56 -0.38 0.04 25 0.00 3874.00 6.54 -2.04
1621 389.97 537.06 0.55 -0.43 -0.04 25 0.00 2839.00 5.05 -1.76
1622 784.12 537.09 0.52 -0.00 -0.06 25 0.00 146118.00 245.20 -5.97
1623 400.85 537.96 0.48 -0.03 -0.03 25 0.00 650.00 1.19 -0.19
1624 477.17 537.43 0.48 -0.25 0.11 25 0.00 5659.00 9.93 -2.49
1625 225.01 538.53 0.65 -0.24 0.04 25 0.00 1242.00 2.03 -0.77
1626 493.72 538.44 0.58 -0.88 -0.15 25 0.00 1341.00 2.07 -0.79
1627 533.33 539.25 0.57 -0.04 -0.03 25 0.00 12461.00 20.66 -3.29
1628 826.35 538.93 0.53 0.02 -0.06 25 0.00 2007.00 3.35 -1.31
1629 909.79 538.75 0.46 -0.03 0.05 25 0.00 554.00 1.25 -0.24
1630 188.16 539.55 0.53 -0.21 0.10 25 0.00 6357.00 11.53 -2.65
1631 197.05 540.29 0.53 0.27 -0.01 25 0.00 707.00 1.14 -0.14
1632 428.52 540.52 0.59 -0.87 0.12 25 0.00 2966.00 4.58 -1.65
1633 59.06 540.58 0.56 0.06 0.17 25 0.00 13696.00 24.80 -3.49
1634 736.62 540.93 0.49 -0.16 -0.14 25 0.00 1039.00 1.62 -0.52
1635 896.81 540.91 0.48 0.23 -0.07 25 0.00 2989.00 5.08 -1.76
1636 160.94 542.13 0.61 -0.08 0.02 25 0.00 64542.00 111.86 -5.12
1637 415.41 542.02 0.54 -0.19 -0.25 25 0.00 9481.00 15.46 -2.97
1638 559.40 542.55 0.55 0.06 0.01 25 0.00 1525.00 2.46 -0.98
1639 619.21 542.39 0.53 -0.17 -0.04 25 0.00 675.00 1.13 -0.14
1640 749.66 541.80 0.47 0.22 -0.10 25 0.00 4479.00 7.46 -2.18
1641 308.15 542.27 0.49 0.03 0.03 25 0.00 1183.00 1.56 -0.48
1642 719.60 543.13 0.49 0.13 -0.01 25 0.00 1151.00 1.89 -0.69
1643 79.01 543.63 0.55 0.13 0.15 25 0.00 2281.00 4.33 -1.59
1644 269.47 544.16 0.59 -0.52 -0.34 25 0.00 606.00 1.05 -0.06
1645 465.68 543.66 0.52 -0.91 -0.22 25 0.00 1747.00 2.97 -1.18
1646 474.73 543.44 0.43 0.08 0.02 25 0.00 737.00 1.24 -0.23
1647 876.25 544.37 0.49 -0.16 -0.08 25 0.00 818.00 1.67 -0.56
1648 169.63 544.66 0.52 -0.24 -0.11 25 0.00 883.00 1.66 -0.55
1649 428.73 544.61 0.51 -0.68 -0.16 25 0.00 12451.00 21.08 -3.31
1650 438.06 545.49 0.57 -0.11 0.09 25 0.00 15816.00 26.18 -3.54
1651 310.93 545.87 0.54 -0.35 0.69 25 0.00 827.00 1.27 -0.26
1652 343.85 546.20 0.56 -0.09 0.35 25 0.00 1810.00 2.83 -1.13
1653 349.84 546.66 0.56 -0.71 0.13 25 0.00 3299.00 5.36 -1.82
1654 356.49 545.83 0.48 -0.50 -0.07 25 0.00 785.00 1.42 -0.38
1655 733.60 546.22 0.56 -0.25 -0.23 25 0.00 3593.00 5.99 -1.94
1656 175.62 547.19 0.53 -0.43 0.03 25 0.00 1347.00 2.60 -1.04
1657 242.10 547.88 0.56 -0.11 -0.13 25 0.00 885.00 1.50 -0.44
1658 91.29 549.35 0.67 0.20 0.11 25 0.00 934.00 1.49 -0.43
1659 105.72 549.16 0.58 -0.51 0.13 25 0.00 597.00 1.17 -0.17
1660 343.85 548.11 0.58 -0.95 0.58 25 0.00 993.00 1.24 -0.24
1661 449.88 549.25 0.58 -0.26 0.02 25 0.00 3654.00 5.96 -1.94
1662 690.00 549.65 0.54 0.02 0.28 25 0.00 1277.00 2.10 -0.81
1663 94.46 549.84 0.66 -0.11 -0.21 25 0.00 699.00 1.17 -0.17
1664 302.31 550.29 0.54 -0.13 0.02 25 0.00 1865.00 3.21 -1.27
1665 382.41 549.97 0.55 -0.22 -0.15 25 0.00 644.00 1.04 -0.04
1666 662.48 550.04 0.55 -0.50 -0.25 25 0.00 1155.00 2.06 -0.78
1667 912.79 549.90 0.48 0.07 -0.09 25 0.00 29657.00 49.60 -4.24
1668 170.54 550.81 0.52 0.06 -0.06 25 0.00 2091.00 3.79 -1.45
1669 456.00 551.38 0.53 -0.35 0.04 25 0.00 1867.00 3.34 -1.31
1670 491.78 551.50 0.52 -0.34 0.06 25 0.00 42371.00 70.86 -4.63
1671 124.95 551.73 0.58 -0.16 0.02 25 0.00 2157.00 3.97 -1.50
1672 160.39 551.76 0.58 -0.32 -0.05 25 0.00 5304.00 9.38 -2.43
1673 214.60 552.14 0.56 -0.42 -0.10 25 0.00 33740.00 59.02 -4.43
1674 324.90 551.49 0.50 0.25 0.03 25 0.00 789.00 1.43 -0.39
1675 569.85 551.70 0.47 0.27 0.15 25 0.00 780.00 1.37 -0.34
1676 619.09 551.89 0.54 -0.71 -0.14 25 0.00 921.00 1.75 -0.61
1677 605.69 552.52 0.49 -0.01 0.01 25 0.00 621.00 1.01 -0.01
1678 191.99 554.38 0.64 -0.49 -0.21 25 0.00 746.00 1.17 -0.17
1679 275.02 554.23 0.61 -0.39 -0.01 25 0.00 3853.00 6.57 -2.04
1680 782.03 553.22 0.47 -0.24 0.12 25 0.00 569.00 1.08 -0.08
1681 352.08 555.39 0.62 -0.62 0.07 25 0.00 1365.00 2.03 -0.77
1682 416.72 555.13 0.52 -0.46 -0.09 25 0.00 5671.00 9.82 -2.48
1683 563.85 554.57 0.51 0.16 0.07 25 0.00 6041.00 10.05 -2.51
1684 795.84 555.04 0.51 -0.11 -0.04 25 0.00 3214.00 5.46 -1.84
1685 445.10 556.10 0.56 -0.34 -0.03 25 0.00 1489.00 2.69 -1.08
1686 627.85 555.79 0.58 -0.14 -0.03 25 0.00 766.00 1.24 -0.23
1687 749.79 556.48 0.50 -0.18 0.02 25 0.00 171269.00 278.08 -6.11
1688 490.02 556.51 0.61 0.67 -0.23 25 0.00 1416.00 2.04 -0.78
1689 695.50 556.99 0.54 -0.13 -0.07 25 0.00 4564.00 7.57 -2.20
1690 734.45 557.15 0.51 -0.06 -0.18 25 0.00 2100.00 3.68 -1.42
1691 247.15 558.34 0.55 -0.03 0.30 25 0.00 979.00 1.67 -0.55
1692 668.24 558.82 0.58 -0.84 -0.30 25 0.00 905.00 1.23 -0.23
1693 712.18 558.32 0.53 -0.09 0.01 25 0.00 2146.00 3.53 -1.37
1694 720.09 558.23 0.63 -0.31 -0.05 25 0.00 575.00 1.01 -0.01
1695 839.27 558.46 0.55 -0.18 0.00 25 0.00 2238.00 3.84 -1.46
1696 27.40 559.04 0.64 -0.31 -0.08 25 0.00 2776.00 4.67 -1.67
1697 101.78 559.14 0.68 -0.84 -0.21 25 0.00 715.00 1.20 -0.20
1698 134.74 558.72 0.60 -0.24 -0.06 25 0.00 1352.00 2.35 -0.93
1699 400.25 558.94 0.50 0.19 0.03 25 0.00 662.00 1.10 -0.11
1700 447.19 559.21 0.51 -0.69 -0.23 25 0.00 853.00 1.39 -0.36
1701 801.92 558.82 0.51 -0.36 -0.36 25 0.00 719.00 1.28 -0.27
1702 37.04 559.60 0.54 0.01 0.18 25 0.00 10659.00 19.65 -3.23
1703 204.58 559.90 0.58 -0.60 -0.19 25 0.00 1695.00 2.78 -1.11
1704 376.82 559.54 0.56 0.06 0.09 25 0.00 1183.00 1.90 -0.70
1705 417.75 560.21 0.54 -0.99 -0.02 25 0.00 1619.00 2.63 -1.05
1706 529.31 559.48 0.42 -0.51 0.01 25 0.00 949.00 1.76 -0.61
1707 616.06 559.52 0.45 -0.02 0.12 25 0.00 2524.00 4.47 -1.63
1708 665.63 559.28 0.59 -0.97 -0.40 25 0.00 711.00 1.04 -0.04
1709 141.27 560.85 0.62 0.24 -0.05 25 0.00 903.00 1.49 -0.43
1710 146.90 561.30 0.61 -0.13 -0.01 25 0.00 1487.00 2.65 -1.06
1711 216.54 560.99 0.58 -0.45 -0.06 25 0.00 1173.00 1.98 -0.74
1712 580.12 561.01 0.51 -0.06 -0.04 25 0.00 341554.00 586.22 -6.92
1713 362.61 561.65 0.54 -0.25 -0.22 25 0.00 2794.00 4.29 -1.58
1714 633.37 562.08 0.58 -0.17 -0.05 25 0.00 2774.00 4.60 -1.66
1715 769.12 562.45 0.53 0.02 0.02 25 0.00 7427.00 12.32 -2.73
1716 367.37 562.89 0.46 -0.77 0.22 25 0.00 1056.00 1.58 -0.50
1717 655.32 563.76 0.61 0.05 0.22 25 0.00 887.00 1.50 -0.44
1718 439.23 564.31 0.52 0.22 0.18 25 0.00 825.00 1.42 -0.38
1719 855.28 564.16 0.52 -0.08 -0.09 25 0.00 11680.00 19.93 -3.25
1720 124.01 565.27 0.66 -0.32 0.12 25 0.00 1361.00 2.36 -0.93
1721 181.34 565.45 0.54 -0.65 0.32 25 0.00 769.00 1.36 -0.34
1722 189.30 564.80 0.69 -0.30 0.13 25 0.00 1035.00 1.53 -0.46
1723 244.65 564.96 0.61 -0.65 -0.18 25 0.00 1681.00 2.75 -1.10
1724 505.11 564.81 0.59 0.23 -0.08 25 0.00 1896.00 2.91 -1.16
1725 880.53 565.52 0.53 0.32 -0.07 25 0.00 19546.00 31.35 -3.74
1726 110.51 566.04 0.59 -0.31 0.07 25 0.00 1275.00 2.12 -0.81
1727 220.45 566.24 0.55 0.24 0.09 25 0.00 658.00 1.28 -0.27
1728 365.20 565.62 0.56 -0.65 0.01 25 0.00 2803.00 4.79 -1.70
1729 372.22 565.59 0.62 -0.74 0.12 25 0.00 1175.00 1.79 -0.63
1730 380.82 566.33 0.44 -0.33 -0.19 25 0.00 730.00 1.25 -0.24
1731 540.34 565.67 0.50 -0.27 -0.01 25 0.00 26910.00 46.76 -4.17
1732 642.94 565.94 0.63 -0.53 -0.23 25 0.00 909.00 1.37 -0.34
1733 1011.69 566.52 0.58 0.16 -0.19 25 0.00 3101.00 4.66 -1.67
1734 104.44 567.21 0.47 -0.38 -0.44 25 0.00 563.00 1.07 -0.07
1735 215.15 567.57 0.47 -0.04 -0.66 25 0.00 630.00 1.11 -0.11
1736 260.93 567.36 0.56 -0.14 0.07 25 0.00 4179.00 7.09 -2.13
1737 651.08 566.66 0.42 0.30 0.19 25 0.00 762.00 1.43 -0.39
1738 208.70 568.72 0.66 -0.61 0.12 25 0.00 864.00 1.37 -0.34
1739 332.14 569.88 0.66 -0.65 -0.14 25 0.00 1335.00 1.50 -0.44
1740 513.35 568.88 0.53 -0.35 0.00 25 0.00 957.00 1.55 -0.48
1741 560.89 569.41 0.49 -0.66 0.05 25 0.00 1714.00 2.71 -1.08
1742 675.98 569.41 0.53 -0.08 0.03 25 0.00 46453.00 76.76 -4.71
1743 119.10 570.01 0.69 -0.01 0.10 25 0.00 885.00 1.52 -0.45
1744 228.30 570.02 0.62 -0.15 -0.14 25 0.00 885.00 1.46 -0.41
1745 244.96 570.10 0.59 -0.66 -0.05 25 0.00 2138.00 3.68 -1.41
1746 281.17 569.94 0.60 -0.29 0.05 25 0.00 1608.00 2.67 -1.07
1747 796.95 569.84 0.52 0.32 0.16 25 0.00 657.00 1.18 -0.18
1748 25.26 570.84 0.48 0.27 -0.31 25 0.00 571.00 1.01 -0.01
1749 84.89 570.53 0.49 -0.59 0.08 25 0.00 707.00 1.22 -0.21
1750 167.72 570.96 0.60 -0.31 -0.17 25 0.00 1256.00 2.07 -0.79
1751 488.60 571.49 0.49 -0.73 -0.04 25 0.00 37789.00 64.24 -4.52
1752 849.34 570.63 0.49 -0.05 -0.14 25 0.00 888.00 1.65 -0.54
1753 251.90 572.03 0.57 -0.14 -0.01 25 0.00 149262.00 259.16 -6.03
1754 266.92 572.05 0.50 0.88 0.70 25 0.00 2593.00 3.46 -1.35
1755 478.87 571.92 0.48 -0.05 -0.02 25 0.00 357361.00 615.87 -6.97
1756 550.28 571.70 0.46 -0.14 0.00 25 0.00 375873.00 644.90 -7.02
1757 874.81 572.15 0.53 0.03 -0.28 25 0.00 96091.00 155.49 -5.48
1758 132.56 572.67 0.52 -0.52 -0.03 25 0.00 1382.00 2.59 -1.03
1759 169.27 572.71 0.43 0.77 -0.44 25 0.00 593.00 1.12 -0.12
1760 320.48 572.79 0.54 -0.53 -0.12 25 0.00 1177.00 1.86 -0.67
1761 336.45 573.40 0.54 0.16 -0.02 25 0.00 350500.00 583.85 -6.92
1762 355.34 572.62 0.48 -0.28 -0.15 25 0.00 596.00 1.12 -0.12
1763 454.31 573.15 0.49 -0.18 -0.11 25 0.00 687.00 1.20 -0.19
1764 459.64 572.43 0.55 -0.63 -0.00 25 0.00 1286.00 2.08 -0.80
1765 196.16 574.29 0.61 -0.03 0.03 25 0.00 44663.00 76.42 -4.71
1766 424.14 574.42 0.56 -0.08 0.03 25 0.00 4997.00 8.48 -2.32
1767 681.29 574.20 0.53 -0.32 -0.15 25 0.00 2290.00 3.83 -1.46
1768 719.25 573.68 0.53 -0.39 -0.11 25 0.00 797.00 1.26 -0.25
1769 313.89 574.91 0.41 0.94 0.51 25 0.00 1008.00 1.45 -0.40
1770 375.62 574.94 0.59 -0.42 -0.12 25 0.00 2656.00 4.40 -1.61
1771 525.25 574.75 0.54 -0.62 -0.08 25 0.00 1234.00 2.00 -0.75
1772 13.90 577.37 0.68 -0.11 0.09 25 0.00 1844.00 3.14 -1.24
1773 87.19 576.46 0.54 -0.15 0.16 25 0.00 11965.00 21.70 -3.34
1774 220.62 577.00 0.70 -0.59 -0.35 25 0.00 1063.00 1.74 -0.60
1775 628.00 577.52 0.56 -0.25 0.12 25 0.00 799.00 1.40 -0.37
1776 714.15 577.08 0.57 0.04 -0.05 25 0.00 1892.00 3.07 -1.22
1777 942.87 577.63 0.50 -0.09 0.05 25 0.00 32715.00 51.97 -4.29
1778 160.54 578.83 0.50 -0.37 -0.03 25 0.00 1288.00 2.44 -0.97
1779 297.09 578.52 0.55 -0.54 0.08 25 0.00 1160.00 1.93 -0.71
1780 703.40 578.88 0.60 -0.46 -0.32 25 0.00 587.00 1.00 -0.00
1781 40.19 579.79 0.69 -0.33 0.07 25 0.00 2278.00 3.86 -1.47
1782 210.17 580.33 0.66 -0.23 0.14 25 0.00 1788.00 2.92 -1.17
1783 319.81 579.86 0.57 -0.62 -0.32 25 0.00 3187.00 5.22 -1.79
1784 358.70 579.88 0.56 -0.70 -0.24 25 0.00 1803.00 3.03 -1.20
1785 475.17 580.19 0.54 -0.27 0.03 25 0.00 912.00 1.33 -0.31
1786 767.69 579.78 0.43 -0.74 -0.38 25 0.00 689.00 1.34 -0.32
1787 332.71 580.69 0.52 -0.69 -0.03 25 0.00 2667.00 4.35 -1.60
1788 495.35 580.87 0.50 -0.18 -0.28 25 0.00 657.00 1.13 -0.13
1789 261.57 582.27 0.60 0.04 -0.15 25 0.00 1693.00 2.57 -1.03
1790 130.21 583.08 0.62 -0.17 -0.08 25 0.00 1433.00 2.64 -1.05
1791 147.69 583.32 0.57 -0.37 0.01 25 0.00 2040.00 3.68 -1.41
1792 117.68 583.88 0.57 -0.37 -0.08 25 0.00 2235.00 4.11 -1.53
1793 627.83 584.57 0.41 -0.07 -0.14 25 0.00 867.00 1.68 -0.56
1794 710.37 584.18 0.53 -0.10 -0.08 25 0.00 1747.00 3.00 -1.19
1795 715.34 583.97 0.53 -0.10 -0.19 25 0.00 2397.00 4.06 -1.52
1796 37.23 584.72 0.62 -0.27 0.15 25 0.00 758.00 1.32 -0.30
1797 110.99 584.89 0.61 -0.12 0.02 25 0.00 6786.00 11.92 -2.69
1798 241.23 585.12 0.61 -0.29 -0.06 25 0.00 812.00 1.34 -0.32
1799 554.03 585.38 0.54 -0.42 -0.01 25 0.00 2147.00 3.55 -1.38
1800 649.57 585.55 0.58 0.06 -0.12 25 0.00 1335.00 2.18 -0.85
1801 195.74 586.17 0.53 -0.31 -0.12 25 0.00 1886.00 3.45 -1.34
1802 274.41 585.94 0.59 -0.47 -0.11 25 0.00 1420.00 2.50 -0.99
1803 298.85 585.89 0.61 -0.27 0.30 25 0.00 676.00 1.04 -0.04
1804 303.78 586.03 0.60 -0.06 -0.05 25 0.00 861.00 1.49 -0.43
1805 465.60 585.53 0.44 -0.46 -0.16 25 0.00 1122.00 2.05 -0.78
1806 750.23 585.93 0.53 -0.13 -0.07 25 0.00 59190.00 101.39 -5.01
1807 897.88 585.77 0.48 0.15 -0.05 25 0.00 4811.00 7.96 -2.25
1808 947.93 585.66 0.43 0.15 -0.15 25 0.00 637.00 1.14 -0.15
1809 536.43 587.09 0.53 -0.23 -0.16 25 0.00 746.00 1.38 -0.35
1810 101.90 588.15 0.73 -0.18 0.06 25 0.00 672.00 1.05 -0.05
1811 220.09 587.82 0.57 -0.29 -0.27 25 0.00 3000.00 4.99 -1.74
1812 253.63 588.32 0.38 -0.85 -0.14 25 0.00 744.00 1.46 -0.41
1813 487.74 587.95 0.48 -0.69 -0.13 25 0.00 1190.00 2.11 -0.81
1814 633.23 587.82 0.45 -0.57 -0.07 25 0.00 851.00 1.72 -0.59
1815 85.67 589.55 0.59 -0.76 0.14 25 0.00 1138.00 2.02 -0.76
1816 200.05 589.01 0.59 -0.66 0.41 25 0.00 607.00 1.05 -0.05
1817 312.70 589.65 0.55 0.08 -0.00 25 0.00 2489.00 4.16 -1.55
1818 478.12 590.06 0.56 -0.38 -0.06 25 0.00 20177.00 34.70 -3.85
1819 954.54 590.76 0.55 -0.40 -0.21 25 0.00 613.00 1.02 -0.02
1820 961.07 591.60 0.51 0.10 0.07 25 0.00 34798.00 56.01 -4.37
1821 86.66 592.66 0.65 0.58 0.31 25 0.00 931.00 1.21 -0.21
1822 123.95 592.04 0.60 -0.39 0.13 25 0.00 1107.00 2.01 -0.76
1823 228.19 592.32 0.54 0.24 -0.36 25 0.00 775.00 1.21 -0.21
1824 797.41 592.09 0.56 0.24 -0.21 25 0.00 1762.00 2.78 -1.11
1825 870.54 591.78 0.51 -0.16 -0.15 25 0.00 2840.00 4.86 -1.72
1826 461.92 593.06 0.56 -0.04 -0.09 25 0.00 809.00 1.29 -0.27
1827 789.74 593.00 0.48 0.02 -0.09 25 0.00 29816.00 49.00 -4.23
1828 937.55 592.33 0.44 -0.37 0.06 25 0.00 687.00 1.33 -0.31
1829 90.65 593.37 0.50 0.26 0.07 25 0.00 576.00 1.07 -0.07
1830 117.48 593.68 0.59 0.12 0.10 25 0.00 754.00 1.32 -0.30
1831 366.86 593.86 0.54 -0.38 -0.50 25 0.00 745.00 1.24 -0.23
1832 720.25 594.44 0.42 0.47 0.08 25 0.00 590.00 1.01 -0.01
1833 732.26 594.83 0.53 -0.02 0.08 25 0.00 777.00 1.33 -0.31
1834 204.35 595.21 0.59 -0.70 -0.06 25 0.00 1069.00 1.75 -0.61
1835 414.42 594.89 0.56 -0.33 -0.06 25 0.00 780.00 1.19 -0.19
1836 544.29 594.57 0.55 -0.36 0.06 25 0.00 1473.00 2.45 -0.97
1837 564.66 594.58 0.41 -0.06 -0.07 25 0.00 1155.00 2.10 -0.81
1838 709.47 594.47 0.57 -0.81 -0.31 25 0.00 693.00 1.17 -0.17
1839 150.58 596.48 0.55 -0.70 0.04 25 0.00 1959.00 3.50 -1.36
1840 325.27 596.02 0.56 -0.33 0.14 25 0.00 1734.00 2.85 -1.14
1841 522.64 596.10 0.50 -0.22 -0.09 25 0.00 119967.00 200.53 -5.76
1842 642.41 596.45 0.56 0.17 -0.19 25 0.00 816.00 1.33 -0.31
1843 647.01 595.90 0.55 -0.19 -0.03 25 0.00 1181.00 1.91 -0.70
1844 445.03 597.46 0.58 -0.24 0.08 25 0.00 1722.00 2.77 -1.11
1845 782.73 596.84 0.49 0.14 -0.05 25 0.00 4478.00 7.31 -2.16
1846 1005.93 597.45 0.46 -0.07 -0.07 25 0.00 1345.00 2.43 -0.96
1847 125.48 597.95 0.56 -0.37 -0.13 25 0.00 2424.00 4.28 -1.58
1848 95.19 599.35 0.46 0.13 0.26 25 0.00 728.00 1.39 -0.36
1849 145.33 599.04 0.70 -0.50 -0.19 25 0.00 1213.00 1.73 -0.60
1850 223.45 598.51 0.51 -0.45 0.04 25 0.00 14802.00 25.78 -3.53
1851 327.55 599.54 0.53 -0.40 0.08 25 0.00 4653.00 7.56 -2.20
1852 376.63 598.85 0.53 -0.45 -0.18 25 0.00 9128.00 15.69 -2.99
1853 455.11 598.51 0.49 -0.03 0.11 25 0.00 98856.00 170.12 -5.58
1854 490.66 598.69 0.50 0.21 0.33 25 0.00 1197.00 1.77 -0.62
1855 590.89 598.78 0.49 -0.27 0.10 25 0.00 3248.00 5.46 -1.84
1856 823.04 598.76 0.45 0.04 0.15 25 0.00 597.00 1.20 -0.20
1857 539.95 599.92 0.48 -0.24 -0.13 25 0.00 688.00 1.19 -0.19
1858 586.77 599.69 0.65 0.32 -0.21 25 0.00 676.00 1.01 -0.02
1859 679.68 600.28 0.48 -0.71 -0.05 25 0.00 729.00 1.24 -0.23
1860 719.59 600.18 0.54 -0.25 -0.18 25 0.00 3318.00 5.56 -1.86
1861 793.84 600.08 0.53 0.13 -0.07 25 0.00 7296.00 11.61 -2.66
1862 24.47 600.92 0.63 -0.19 -0.16 25 0.00 624.00 1.15 -0.15
1863 138.31 601.27 0.59 -0.16 -0.16 25 0.00 1304.00 2.18 -0.85
1864 235.11 601.41 0.33 -0.47 -0.22 25 0.00 782.00 1.23 -0.22
1865 853.90 600.88 0.48 0.42 0.13 25 0.00 52967.00 83.15 -4.80
1866 275.26 602.16 0.66 -0.19 -0.07 25 0.00 1989.00 3.17 -1.25
1867 323.23 602.05 0.54 0.87 -0.28 25 0.00 901.00 1.53 -0.46
1868 347.82 601.61 0.93 0.07 0.21 25 0.00 1162.00 1.82 -0.65
1869 655.75 602.38 0.51 -0.64 -0.12 25 0.00 2145.00 3.53 -1.37
1870 132.85 603.46 0.62 -0.11 -0.04 25 0.00 900.00 1.54 -0.47
1871 144.07 603.21 0.61 -0.06 0.05 25 0.00 1549.00 2.57 -1.02
