id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
596 702.39 270.33 1.74 0.58 0.18 143.37 10 2924.25 17835.75 90809.50 -12.40
597 411.44 271.02 1.68 0.56 0.09 146.44 12 192.92 1914.08 8878.00 -9.87
598 217.93 271.84 1.97 0.66 0.12 106.34 13 -12.67 695.67 3567.67 -8.88
599 556.27 271.69 1.76 0.59 0.07 30.42 11 2203.17 15301.83 80318.17 -12.26
600 676.80 272.19 1.87 0.62 0.05 174.07 13 163.08 1486.92 8182.92 -9.78
601 90.86 273.33 1.73 0.58 0.06 124.36 11 31.50 1171.50 5320.50 -9.31
602 225.59 272.72 1.52 0.51 0.18 79.19 8 10.83 406.17 1782.33 -8.13
603 316.02 273.09 1.91 0.64 0.07 116.23 12 37.67 309.33 1973.00 -8.24
604 356.68 272.80 1.80 0.60 0.16 144.08 12 40.92 1081.08 5907.00 -9.43
605 604.63 273.08 1.68 0.56 0.16 143.46 11 209.25 1189.75 5331.25 -9.32
606 940.10 273.22 1.89 0.63 0.14 169.22 12 103.67 1053.33 5768.00 -9.40
607 872.08 274.23 1.80 0.60 0.13 164.68 12 94.42 998.58 4609.00 -9.16
608 175.03 275.21 1.75 0.58 0.14 136.30 12 52.17 2141.83 8244.00 -9.79
609 419.00 274.95 1.83 0.61 0.10 114.90 13 134.58 1593.42 7038.42 -9.62
610 616.21 274.83 1.82 0.61 0.07 68.18 12 181.00 1450.00 7870.00 -9.74
611 636.98 274.51 1.68 0.56 0.05 143.03 10 36.33 504.67 1950.67 -8.23
612 855.41 276.28 1.76 0.59 0.19 145.06 10 945.75 5388.25 27834.50 -11.11
613 272.73 277.05 1.85 0.62 0.05 91.46 12 7.83 857.17 3220.00 -8.77
614 1003.06 277.07 1.93 0.64 0.02 178.97 13 111.25 826.75 4445.75 -9.12
615 775.98 278.10 1.98 0.66 0.17 152.47 13 -12.58 409.58 2382.58 -8.44
616 883.04 278.37 1.73 0.58 0.14 165.87 12 52.58 797.42 3577.00 -8.88
617 73.27 278.65 1.69 0.56 0.15 145.59 13 0.08 802.92 3490.92 -8.86
618 56.99 280.44 1.64 0.55 0.08 131.96 12 213.08 3329.92 13850.00 -10.35
619 300.97 279.94 1.78 0.59 0.14 149.22 13 98.83 2125.17 8491.17 -9.82
620 405.20 280.17 1.77 0.59 0.16 163.41 10 15.42 375.58 1587.83 -8.00
621 454.07 280.01 1.78 0.59 0.12 110.84 11 -30.17 459.17 2193.83 -8.35
622 661.44 279.84 1.75 0.58 0.08 25.75 11 420.17 2947.83 15373.17 -10.47
623 690.28 280.12 1.79 0.60 0.08 146.41 12 635.75 4696.25 22441.00 -10.88
624 369.21 281.21 1.77 0.59 0.09 138.04 11 638.92 7042.08 31445.92 -11.24
625 757.22 281.28 1.81 0.60 0.11 146.85 11 42162.92 260572.08 1352085.92 -15.33
626 312.53 282.01 1.60 0.53 0.09 125.67 9 107.17 1050.83 4532.50 -9.14
627 955.99 281.81 1.92 0.64 0.05 88.30 12 12.33 344.67 1932.00 -8.22
628 259.64 284.85 1.76 0.59 0.06 140.08 12 3344.50 36242.50 179823.00 -13.14
629 792.45 285.04 1.61 0.54 0.17 143.88 9 86.00 514.00 2181.00 -8.35
630 770.11 286.69 1.84 0.61 0.05 37.63 13 595.42 3988.58 21525.58 -10.83
631 428.98 287.69 1.67 0.56 0.02 92.08 10 35.92 528.08 2199.83 -8.36
632 35.62 288.99 1.72 0.57 0.09 84.39 12 149.00 3048.00 13734.00 -10.34
633 91.93 288.95 1.87 0.62 0.10 167.86 13 -9.25 946.25 4009.25 -9.01
634 112.01 288.60 1.70 0.57 0.04 128.80 12 277.50 3608.50 15857.00 -10.50
635 720.87 289.07 1.89 0.63 0.06 5.52 13 10977.42 80105.58 431101.58 -14.09
636 865.11 289.79 1.61 0.54 0.09 76.52 10 36.08 357.92 1218.17 -7.71
637 340.32 291.07 1.73 0.58 0.10 146.57 11 568.25 6100.75 26770.25 -11.07
638 881.31 291.35 1.79 0.60 0.18 144.85 11 1469.50 7850.50 41527.50 -11.55
639 911.77 290.98 1.96 0.65 0.15 170.61 13 39.83 712.17 4527.17 -9.14
640 51.83 291.81 1.67 0.56 0.09 9.70 10 -30.75 909.75 4167.50 -9.05
641 141.89 291.82 1.83 0.61 0.14 112.53 13 -5.75 704.75 2894.75 -8.65
642 161.35 292.26 1.67 0.56 0.16 137.07 12 176.00 2551.00 11329.00 -10.14
643 407.72 292.10 1.61 0.54 0.19 127.81 9 2.92 415.08 1608.75 -8.02
644 314.30 294.10 1.71 0.57 0.18 162.68 11 45.58 733.42 2859.58 -8.64
645 377.20 293.93 1.88 0.63 0.19 158.64 12 -5.17 630.17 3191.00 -8.76
646 635.67 294.89 1.81 0.60 0.04 175.40 12 468.67 2931.33 15539.00 -10.48
647 201.70 295.80 1.72 0.57 0.20 118.76 12 110.25 1095.75 4885.00 -9.22
648 470.15 296.18 1.78 0.59 0.16 138.11 13 213.17 1665.83 7569.83 -9.70
649 989.30 295.89 1.78 0.59 0.08 9.29 12 1844.17 11581.83 57117.00 -11.89
650 81.22 296.81 1.81 0.60 0.07 82.54 11 -74.92 555.92 2451.08 -8.47
651 167.87 296.81 1.77 0.59 0.04 143.02 13 181.92 2956.08 13445.08 -10.32
652 109.39 298.30 1.52 0.51 0.06 124.70 10 62.17 801.83 3283.33 -8.79
653 599.08 298.00 1.83 0.61 0.15 135.06 11 78.67 468.33 2467.67 -8.48
654 821.86 297.91 2.00 0.67 0.10 3.72 13 93.00 1040.00 5864.00 -9.42
655 578.99 299.10 1.88 0.63 0.16 164.70 13 147.25 1683.75 7542.75 -9.69
656 788.75 299.39 1.82 0.61 0.03 29.81 12 1040.42 5463.58 31780.00 -11.26
657 301.41 299.73 1.77 0.59 0.10 82.83 11 7.83 628.17 3268.83 -8.79
658 689.13 300.00 1.87 0.62 0.09 51.07 11 -1.33 358.33 1718.67 -8.09
659 923.83 300.33 1.86 0.62 0.05 169.34 12 1245.00 6255.00 36410.00 -11.40
660 443.82 301.05 1.83 0.61 0.03 148.02 13 2064.33 19626.67 94858.67 -12.44
661 733.95 301.25 1.82 0.61 0.10 168.92 13 123.42 1339.58 6631.58 -9.55
662 330.74 301.70 1.78 0.59 0.06 127.72 13 1044.42 9106.58 48093.58 -11.71
663 510.05 301.87 1.80 0.60 0.11 163.33 11 18.00 572.00 2378.00 -8.44
664 397.06 302.90 1.72 0.57 0.19 144.80 11 200.75 1480.25 6116.75 -9.47
665 932.87 303.07 1.95 0.65 0.12 48.40 13 55.25 514.75 2857.75 -8.64
666 75.07 304.10 1.66 0.55 0.14 154.07 12 9.50 1457.50 5148.00 -9.28
667 93.61 305.26 1.65 0.55 0.01 42.92 11 320.33 4388.67 19283.33 -10.71
668 383.34 304.94 1.86 0.62 0.15 142.37 12 101.00 562.00 3065.00 -8.72
669 177.74 306.30 1.63 0.54 0.13 117.75 9 6.33 246.67 1171.00 -7.67
670 600.89 308.16 1.85 0.62 0.05 173.83 13 11000.67 91368.33 461661.33 -14.16
671 698.29 307.71 1.79 0.60 0.12 34.88 11 8091.83 50440.17 273662.83 -13.59
672 778.19 307.79 1.79 0.60 0.11 123.93 12 144.58 896.42 4114.00 -9.04
673 310.05 309.26 1.77 0.59 0.09 139.74 12 714.08 8498.92 38104.00 -11.45
674 456.77 309.33 1.81 0.60 0.01 52.30 12 38671.42 270578.58 1530106.00 -15.46
675 682.04 308.69 1.71 0.57 0.05 117.09 12 72.58 883.42 3849.00 -8.96
676 556.86 309.76 1.93 0.64 0.15 85.22 13 70.17 746.83 4266.83 -9.08
677 740.41 309.87 1.66 0.55 0.15 137.88 9 108.17 508.83 2146.50 -8.33
678 763.02 310.38 1.76 0.59 0.06 127.13 11 448.58 3008.42 15083.58 -10.45
679 199.90 310.64 1.73 0.58 0.10 161.67 12 150.50 1878.50 8679.00 -9.85
680 814.98 310.78 1.90 0.63 0.02 108.06 12 67.42 703.58 4196.00 -9.06
681 926.02 310.91 1.91 0.64 0.07 170.88 13 99.42 725.58 3689.58 -8.92
682 668.05 311.76 1.86 0.62 0.07 13.32 13 331.58 2949.42 15453.42 -10.47
683 247.93 314.81 1.80 0.60 0.15 142.52 11 33.50 992.50 4734.50 -9.19
684 587.27 315.64 1.76 0.59 0.10 31.58 11 1239.33 8003.67 43202.33 -11.59
685 960.16 316.16 1.85 0.62 0.10 144.35 12 567.08 3766.92 19219.00 -10.71
686 496.88 316.65 1.69 0.56 0.14 83.92 12 57.58 557.42 2389.00 -8.45
687 731.91 316.81 1.94 0.65 0.08 94.27 12 62.67 556.33 3276.00 -8.79
688 904.96 317.19 1.95 0.65 0.16 78.94 13 134.50 757.50 4873.50 -9.22
689 171.70 318.23 1.70 0.57 0.12 106.94 13 230.58 2234.42 9612.42 -9.96
690 409.73 319.21 1.75 0.58 0.13 137.98 12 3579.83 34303.17 168557.00 -13.07
691 842.93 318.79 1.89 0.63 0.17 30.26 11 77.75 467.25 2948.75 -8.67
692 296.79 319.62 1.74 0.58 0.13 129.82 12 401.58 4761.42 23821.00 -10.94
693 711.16 320.49 1.63 0.54 0.15 164.46 10 66.92 414.08 1964.83 -8.23
694 872.93 319.97 1.91 0.64 0.16 172.55 13 38.08 532.92 2833.92 -8.63
695 530.42 320.70 1.70 0.57 0.10 30.37 11 1459.75 9715.25 50750.75 -11.76
696 672.97 320.98 1.82 0.61 0.10 156.84 13 147.00 1550.00 7201.00 -9.64
697 123.15 322.40 1.70 0.57 0.17 127.18 11 100.50 1473.50 6385.50 -9.51
698 75.03 323.46 1.59 0.53 0.20 133.64 10 6.58 810.42 3352.17 -8.81
699 228.76 322.88 1.79 0.60 0.05 130.18 13 339.25 4620.75 21487.75 -10.83
700 471.05 323.36 1.80 0.60 0.19 97.52 13 97.92 827.08 3784.08 -8.94
701 606.91 323.09 1.89 0.63 0.05 162.46 13 918.00 7950.00 40505.00 -11.52
702 111.21 323.95 1.73 0.58 0.03 122.23 12 2427.75 36193.25 147437.00 -12.92
703 330.73 323.92 1.76 0.59 0.10 142.09 12 150.42 1640.58 8026.00 -9.76
704 684.91 324.45 1.78 0.59 0.18 113.40 10 54.83 503.17 2487.67 -8.49
705 275.87 324.80 1.81 0.60 0.03 145.47 13 306.50 3650.50 17152.50 -10.59
706 754.85 324.74 1.89 0.63 0.05 22.54 13 4307.83 24726.17 147059.17 -12.92
707 786.08 325.04 2.05 0.68 0.14 178.27 13 30.92 663.08 3754.08 -8.94
708 865.28 325.26 1.83 0.61 0.12 147.04 11 234.25 839.75 4342.25 -9.09
709 453.78 325.92 1.78 0.59 0.16 107.41 12 30.83 358.17 1660.00 -8.05
710 893.69 326.34 1.80 0.60 0.08 118.89 11 172.25 628.75 3291.25 -8.79
711 24.68 327.97 1.65 0.55 0.03 111.01 12 493.42 5381.58 22701.00 -10.89
712 176.31 328.14 1.69 0.56 0.09 135.04 11 3786.08 38251.92 157173.08 -12.99
713 315.20 328.13 1.76 0.59 0.08 134.74 12 845.00 9863.00 42298.00 -11.57
714 374.43 328.97 1.79 0.60 0.18 167.68 11 15.75 369.25 1757.75 -8.11
715 624.11 330.19 1.88 0.63 0.08 96.22 13 23.67 566.33 2935.33 -8.67
716 770.92 330.26 1.87 0.62 0.06 171.34 12 2448.33 15552.67 83340.00 -12.30
717 1002.53 329.95 1.71 0.57 0.10 9.53 10 46162.83 209338.17 1093152.67 -15.10
718 634.87 330.90 1.99 0.66 0.19 169.53 12 56.67 375.33 2276.00 -8.39
719 249.87 332.23 1.69 0.56 0.13 117.08 12 57.50 797.50 3721.00 -8.93
720 355.24 332.29 1.74 0.58 0.14 134.96 11 920.33 7770.67 34979.33 -11.36
721 521.14 332.17 1.78 0.59 0.09 133.55 11 277.92 3013.08 13669.92 -10.34
722 505.02 333.18 1.83 0.61 0.07 147.29 13 626.83 6697.17 31752.17 -11.25
723 653.89 333.42 1.87 0.62 0.10 147.60 12 6.58 445.42 2577.00 -8.53
724 748.41 333.19 1.74 0.58 0.10 126.28 10 56.25 457.75 2207.50 -8.36
725 479.51 333.86 1.68 0.56 0.11 177.11 10 39.08 554.92 2816.17 -8.62
726 801.88 334.46 1.70 0.57 0.09 39.24 10 26.67 442.33 2415.33 -8.46
727 140.43 335.13 1.69 0.56 0.13 133.28 12 166.17 2075.83 9373.00 -9.93
728 420.14 334.84 1.80 0.60 0.01 49.26 13 15589.00 151747.00 722226.00 -14.65
729 300.83 336.31 1.76 0.59 0.05 133.05 12 847.25 7615.75 36142.00 -11.40
730 487.92 335.75 1.87 0.62 0.01 85.28 13 56.50 923.50 4348.50 -9.10
731 696.20 335.68 1.77 0.59 0.04 25.30 11 552.83 3670.17 18814.83 -10.69
732 216.44 337.14 1.74 0.58 0.18 153.53 11 82.50 1005.50 4891.50 -9.22
733 568.14 337.25 1.81 0.60 0.09 146.27 12 6854.67 56064.33 272119.00 -13.59
734 470.84 339.17 1.78 0.59 0.18 133.98 12 123.25 972.75 4469.00 -9.13
735 322.16 342.37 1.78 0.59 0.19 131.10 10 -3.58 539.58 2513.83 -8.50
736 553.99 342.23 1.82 0.61 0.16 153.45 12 75.67 558.33 2908.00 -8.66
737 764.75 342.08 1.80 0.60 0.06 17.55 11 50.67 482.33 2814.67 -8.62
738 905.00 342.11 1.90 0.63 0.09 169.05 13 447.50 3011.50 15737.50 -10.49
739 371.90 343.36 1.78 0.59 0.06 127.71 12 200.58 1921.42 9301.00 -9.92
740 644.07 342.79 1.86 0.62 0.07 16.38 13 4123.58 29531.42 154560.42 -12.97
741 942.32 343.08 1.79 0.60 0.09 160.27 11 1603.67 9462.33 46811.67 -11.68
742 96.67 345.10 1.80 0.60 0.07 45.30 12 0.92 706.08 3497.00 -8.86
743 486.32 344.73 1.73 0.58 0.06 31.80 11 286.17 2045.83 10023.17 -10.00
744 667.30 344.73 1.78 0.59 0.09 26.64 11 2485.33 15412.67 81946.33 -12.28
745 240.72 345.68 1.77 0.59 0.06 140.96 13 677.83 6629.17 34480.17 -11.34
746 77.80 346.90 1.82 0.61 0.03 96.63 11 13.58 425.42 1985.58 -8.24
747 230.19 347.17 1.88 0.63 0.07 134.99 12 52279.17 366169.83 2213728.00 -15.86
748 358.26 346.89 1.78 0.59 0.12 146.42 11 75.33 497.67 2112.33 -8.31
749 785.82 347.24 1.90 0.63 0.02 89.75 12 551.42 3359.58 19169.00 -10.71
750 430.03 348.35 1.75 0.58 0.13 154.83 12 252.33 1654.67 7782.00 -9.73
751 495.14 348.31 1.81 0.60 0.12 136.82 11 466.75 4474.25 22455.75 -10.88
752 701.96 348.15 1.86 0.62 0.12 137.36 13 244.67 2229.33 11249.33 -10.13
753 820.89 348.35 1.87 0.62 0.06 157.47 12 296.58 1915.42 11209.00 -10.12
754 30.18 349.26 1.80 0.60 0.14 139.01 12 -2.42 820.42 3308.00 -8.80
755 601.86 348.96 1.84 0.61 0.18 105.75 10 113.33 448.67 2485.67 -8.49
756 930.34 349.63 1.79 0.60 0.19 46.11 10 727.42 2534.58 13627.83 -10.34
757 144.39 350.84 1.62 0.54 0.07 153.40 10 105.75 1431.25 5842.50 -9.42
758 377.53 350.96 1.67 0.56 0.18 153.08 11 69.17 470.83 1760.17 -8.11
759 116.36 352.02 1.77 0.59 0.12 167.37 11 8.58 579.42 2731.58 -8.59
760 264.95 351.62 1.77 0.59 0.01 72.35 12 9585.08 92615.92 460834.00 -14.16
761 458.45 351.75 1.64 0.55 0.12 168.24 10 119.75 510.25 2339.50 -8.42
762 343.09 353.45 1.78 0.59 0.19 113.95 11 52.50 765.50 3534.50 -8.87
763 874.87 353.05 1.90 0.63 0.17 144.71 12 61.00 649.00 3754.00 -8.94
764 62.34 354.05 1.67 0.56 0.13 125.89 11 194.00 3907.00 15647.00 -10.49
765 412.34 353.88 1.77 0.59 0.04 177.39 13 208.67 2251.33 10454.33 -10.05
766 474.24 354.07 1.79 0.60 0.16 149.57 12 123.00 1475.00 6638.00 -9.56
767 682.01 353.98 1.84 0.61 0.02 90.06 12 56.92 646.08 3145.00 -8.74
768 831.31 353.99 1.79 0.60 0.08 1.01 12 197.33 1354.67 6349.00 -9.51
769 506.18 355.33 1.80 0.60 0.18 137.16 12 133.33 1243.67 6461.00 -9.53
770 610.91 354.78 1.91 0.64 0.04 89.28 13 218.00 1896.00 10094.00 -10.01
771 742.98 355.89 1.84 0.61 0.12 171.98 12 78.50 639.50 3116.00 -8.73
772 778.46 356.08 1.71 0.57 0.17 156.91 11 977.25 5694.75 28031.25 -11.12
773 190.91 357.87 1.80 0.60 0.04 143.31 13 391.50 5715.50 25410.50 -11.01
774 542.28 358.40 1.78 0.59 0.19 143.50 11 237.33 1571.67 8528.33 -9.83
775 31.18 358.97 1.67 0.56 0.13 115.41 13 50.00 1250.00 4283.00 -9.08
776 667.84 359.10 1.86 0.62 0.15 13.61 11 22.58 476.42 2381.58 -8.44
777 910.34 358.64 1.73 0.58 0.12 24.06 11 74.58 577.42 2463.58 -8.48
778 236.04 360.36 1.76 0.59 0.13 129.01 12 176.00 1499.00 6901.00 -9.60
779 585.41 359.90 1.74 0.58 0.09 6.53 12 3920.92 26418.08 132136.00 -12.80
780 897.30 360.25 1.80 0.60 0.14 145.81 11 2820.67 15006.33 77038.67 -12.22
781 97.67 360.76 1.72 0.57 0.13 113.77 12 33.42 1218.58 5819.00 -9.41
782 267.26 360.95 1.87 0.62 0.05 136.64 12 40.75 545.25 2884.00 -8.65
783 287.37 361.69 1.71 0.57 0.12 16.85 12 284.75 2157.25 10597.00 -10.06
784 365.37 362.08 1.74 0.58 0.15 141.98 11 27261.42 278614.58 1266670.42 -15.26
785 522.29 361.86 1.73 0.58 0.09 143.07 12 298.67 2391.33 10646.00 -10.07
786 788.95 361.95 1.91 0.64 0.14 162.03 12 101.92 860.08 4891.00 -9.22
787 220.07 362.90 1.88 0.63 0.06 129.81 13 134.00 2286.00 10936.00 -10.10
788 319.82 362.81 1.74 0.58 0.18 157.24 11 -25.67 559.67 2565.33 -8.52
789 402.71 363.40 1.77 0.59 0.04 49.16 11 5392.08 34843.92 198929.08 -13.25
790 682.99 364.12 1.91 0.64 0.05 47.13 11 -11.00 373.00 1911.00 -8.20
791 593.85 366.31 1.80 0.60 0.04 114.69 12 3307.75 18836.25 94614.00 -12.44
792 632.11 366.32 1.77 0.59 0.16 144.75 12 125.50 762.50 3393.00 -8.83
793 171.94 367.13 1.81 0.60 0.17 111.54 12 -15.08 593.08 2627.00 -8.55
794 277.24 367.15 1.73 0.58 0.19 125.40 10 31.33 766.67 3245.67 -8.78
795 462.03 367.10 1.84 0.61 0.03 119.07 13 121.25 1446.75 6147.75 -9.47
796 706.22 366.67 1.83 0.61 0.08 9.26 12 190.17 1569.83 8289.00 -9.80
797 48.32 367.63 1.63 0.54 0.08 98.28 11 168.75 2112.25 9756.75 -9.97
798 201.56 367.98 1.73 0.58 0.13 173.52 10 131.00 1613.00 7611.00 -9.70
799 725.23 368.22 1.91 0.64 0.13 166.04 12 160.67 1321.33 7616.00 -9.70
800 760.94 368.20 1.85 0.62 0.04 175.97 12 605.42 3948.58 20365.00 -10.77
801 876.29 367.99 1.80 0.60 0.12 177.83 12 88.75 699.25 3065.00 -8.72
802 961.27 368.15 1.74 0.58 0.15 142.43 11 70.75 453.25 2409.75 -8.45
803 379.76 369.97 1.85 0.62 0.02 124.61 13 17609.08 167157.92 849579.92 -14.82
804 157.68 371.06 1.73 0.58 0.15 155.06 11 84.33 619.67 2794.33 -8.62
805 358.02 371.41 1.70 0.57 0.11 125.87 11 224.00 1318.00 5826.00 -9.41
806 435.23 371.27 1.78 0.59 0.16 139.62 11 122.42 1200.58 5555.42 -9.36
807 537.90 370.86 1.83 0.61 0.20 159.66 13 199.58 1370.42 6519.42 -9.54
808 930.82 371.84 1.89 0.63 0.04 63.78 13 263.50 1540.50 9456.50 -9.94
809 260.28 372.60 1.63 0.54 0.17 74.79 10 54.67 444.33 1864.33 -8.18
810 718.21 374.25 1.81 0.60 0.08 134.10 11 52.33 590.67 3054.33 -8.71
811 275.87 374.61 1.64 0.55 0.16 141.68 10 41.75 494.25 2034.50 -8.27
812 641.11 375.33 1.90 0.63 0.19 151.10 10 62.92 379.08 2391.83 -8.45
813 289.18 375.73 1.75 0.58 0.02 35.80 13 192.25 1281.75 6208.75 -9.48
814 500.16 376.04 1.91 0.64 0.02 150.05 13 54755.83 339987.17 2050746.17 -15.78
815 78.15 377.28 1.67 0.56 0.15 133.65 12 1387.25 25427.75 97886.00 -12.48
816 107.95 376.71 1.71 0.57 0.17 70.72 11 7.08 349.92 1364.08 -7.84
817 227.13 377.71 1.73 0.58 0.02 58.32 12 882.17 9198.83 43014.00 -11.58
818 67.10 379.16 1.73 0.58 0.05 124.94 12 142.75 2284.25 9061.00 -9.89
819 677.03 379.20 1.86 0.62 0.07 155.75 12 925.58 6267.42 31715.00 -11.25
820 754.00 378.74 1.84 0.61 0.07 34.37 13 918.17 4441.83 24180.83 -10.96
821 814.16 379.03 1.91 0.64 0.15 154.68 12 83.75 826.25 4535.00 -9.14
822 895.00 378.76 1.95 0.65 0.14 173.03 13 159.08 1184.92 7122.92 -9.63
823 315.15 379.68 1.75 0.58 0.05 58.07 11 1074.08 8606.92 40815.08 -11.53
824 549.03 379.58 1.79 0.60 0.17 64.89 11 82.75 705.25 3644.75 -8.90
825 432.83 380.65 1.75 0.58 0.16 142.24 12 104.67 784.33 3876.00 -8.97
826 667.86 381.19 1.91 0.64 0.06 122.97 13 111.58 902.42 4714.42 -9.18
827 727.75 380.89 1.90 0.63 0.07 168.83 13 465.58 3381.42 18330.42 -10.66
828 740.31 381.02 1.79 0.60 0.13 156.26 11 454.00 2953.00 14120.00 -10.37
829 211.00 382.08 1.99 0.66 0.15 115.61 13 -40.92 465.92 2272.92 -8.39
830 942.75 382.34 1.72 0.57 0.14 17.66 10 128.25 450.75 1927.50 -8.21
831 360.23 382.84 1.93 0.64 0.08 104.54 13 136.58 829.42 4354.42 -9.10
832 391.94 383.23 1.82 0.61 0.09 143.94 12 208.58 2305.42 11060.00 -10.11
833 492.52 382.88 1.56 0.52 0.13 162.55 8 231.92 798.08 3273.67 -8.79
834 330.79 384.20 1.63 0.54 0.09 169.32 10 114.67 527.33 2206.33 -8.36
835 418.09 384.37 1.73 0.58 0.14 132.03 11 137.92 1222.08 5790.92 -9.41
836 598.68 383.65 1.70 0.57 0.08 30.71 11 74.75 409.25 1977.75 -8.24
837 649.39 384.20 1.75 0.58 0.13 156.95 11 1493.42 6816.58 34142.42 -11.33
838 24.69 386.31 1.70 0.57 0.03 73.97 12 128.83 2336.17 10967.00 -10.10
839 530.24 386.15 1.88 0.63 0.16 129.55 13 125.83 1031.17 5006.17 -9.25
840 880.31 385.88 1.84 0.61 0.05 91.96 12 198.00 1234.00 6019.00 -9.45
841 933.84 387.30 1.79 0.60 0.12 153.04 12 128.25 778.75 4155.00 -9.05
842 132.44 389.33 1.65 0.55 0.17 135.25 10 938.67 9369.33 44814.33 -11.63
843 159.65 389.15 1.72 0.57 0.11 84.87 13 36.08 852.92 3671.92 -8.91
844 803.91 389.24 1.86 0.62 0.06 178.04 12 373.92 2248.08 12454.00 -10.24
845 957.41 389.02 1.79 0.60 0.08 169.45 11 64870.42 315412.58 1725083.42 -15.59
846 308.78 389.97 1.80 0.60 0.06 132.87 13 4144.42 49958.58 236936.58 -13.44
847 475.41 389.77 1.68 0.56 0.03 144.39 11 173.42 1019.58 4552.42 -9.15
848 607.39 389.80 1.77 0.59 0.09 5.03 11 92.83 774.17 3988.83 -9.00
849 754.70 390.09 1.81 0.60 0.02 9.52 11 263.42 1293.58 6724.42 -9.57
850 452.93 390.67 1.83 0.61 0.01 58.76 12 23386.58 178923.42 981273.00 -14.98
851 639.09 391.14 1.84 0.61 0.09 145.95 13 382.50 2144.50 10466.50 -10.05
852 974.43 390.74 1.73 0.58 0.14 23.15 10 158.00 920.00 4973.00 -9.24
853 993.78 391.23 1.93 0.64 0.05 23.87 12 279.25 1673.75 10395.00 -10.04
854 73.26 391.79 1.71 0.57 0.10 56.53 12 85.58 1530.42 6756.00 -9.57
855 229.34 391.96 1.72 0.57 0.06 136.71 12 571.00 6148.00 26830.00 -11.07
856 250.92 392.26 1.75 0.58 0.06 82.09 11 48.92 510.08 2369.92 -8.44
857 501.77 391.63 1.79 0.60 0.15 125.19 11 226.25 826.75 4330.25 -9.09
858 674.39 392.19 1.77 0.59 0.12 147.31 11 5040.92 31067.08 156867.92 -12.99
859 296.33 393.00 1.71 0.57 0.19 142.12 12 550.50 5911.50 24598.00 -10.98
860 570.09 393.28 1.84 0.61 0.09 6.23 12 21.83 492.17 2266.00 -8.39
861 817.19 393.22 1.89 0.63 0.18 161.54 12 351.08 1847.92 10075.00 -10.01
862 318.77 394.04 1.75 0.58 0.07 119.99 11 66.08 756.92 3581.08 -8.89
863 402.15 393.85 1.77 0.59 0.17 100.21 11 109.33 639.67 2989.33 -8.69
864 521.29 394.06 1.79 0.60 0.06 139.64 12 776.00 6062.00 28720.00 -11.15
865 686.33 393.70 1.78 0.59 0.12 28.72 11 806.58 4684.42 25880.58 -11.03
866 329.78 395.33 1.80 0.60 0.04 166.55 12 329.08 3136.92 15881.00 -10.50
867 385.98 395.23 1.81 0.60 0.06 124.49 13 503.75 4372.25 20657.25 -10.79
868 898.18 394.92 1.64 0.55 0.15 9.22 9 -8.50 295.50 1306.50 -7.79
869 831.97 397.02 1.87 0.62 0.06 152.02 13 233.67 1626.33 8263.33 -9.79
870 1005.96 396.97 1.78 0.59 0.18 156.85 10 31.08 490.92 2566.17 -8.52
871 34.21 397.78 1.70 0.57 0.03 75.11 12 1057.17 14059.83 59718.00 -11.94
872 187.27 398.13 1.72 0.57 0.08 153.81 13 83.33 1257.67 5204.67 -9.29
873 842.80 397.81 1.89 0.63 0.16 23.56 13 69.33 628.67 3741.67 -8.93
874 178.66 399.25 1.59 0.53 0.09 155.03 11 69.08 919.92 3981.08 -9.00
875 550.76 398.66 1.83 0.61 0.03 146.67 12 13871.58 90541.42 523476.00 -14.30
876 589.18 399.37 1.78 0.59 0.19 136.03 11 460.42 3482.58 17611.42 -10.61
877 142.09 402.40 1.76 0.59 0.08 92.49 10 99.33 562.67 2793.67 -8.62
878 154.68 402.27 1.74 0.58 0.04 54.34 11 13771.50 136316.50 676280.50 -14.58
879 377.74 402.42 1.78 0.59 0.06 46.47 11 191.67 712.33 3496.67 -8.86
880 101.60 402.82 1.68 0.56 0.17 140.34 12 306.33 3999.67 18283.00 -10.66
881 264.09 404.23 1.78 0.59 0.13 130.50 12 409.00 4552.00 20272.00 -10.77
882 400.05 404.02 1.81 0.60 0.16 153.14 13 316.67 2464.33 11178.33 -10.12
883 456.71 404.29 1.80 0.60 0.02 47.82 12 3110.42 21885.58 119480.00 -12.69
884 489.80 403.65 1.81 0.60 0.02 152.66 13 262.17 1533.83 8221.83 -9.79
885 518.38 404.91 1.78 0.59 0.02 176.78 12 482.58 3342.42 15967.00 -10.51
886 356.05 405.81 1.80 0.60 0.03 163.67 13 341.67 3220.33 15494.33 -10.48
887 418.99 405.89 1.78 0.59 0.14 138.18 13 136.17 1504.83 6683.83 -9.56
888 433.75 406.28 1.68 0.56 0.11 114.44 11 160.00 914.00 4161.00 -9.05
889 499.84 408.18 1.94 0.65 0.18 100.58 12 158.00 434.00 2274.00 -8.39
890 12.57 408.88 1.66 0.55 0.08 173.55 10 73.58 1441.42 6480.17 -9.53
891 203.14 408.85 1.71 0.57 0.13 138.30 13 788.33 12434.67 49826.67 -11.74
892 369.27 409.07 1.85 0.62 0.05 133.86 12 47831.50 336997.50 1862321.00 -15.68
893 578.86 408.67 1.77 0.59 0.19 27.53 10 54.33 341.67 1581.67 -8.00
